"id","predict_0","predict_1","predict_2"
11066,0.969627678394318,0.0298043712973595,0.000567902869079262
18000,0.121002838015556,0.120762676000595,0.758234560489655
16964,0.997521579265594,0.00232944940216839,0.000148926817928441
4795,0.82206517457962,0.171423465013504,0.00651129893958569
3392,0.145097583532333,0.836833655834198,0.0180687550455332
3795,0.484810620546341,0.51142680644989,0.00376255763694644
2881,0.95979630947113,0.0396551564335823,0.000548543757759035
1903,0.198279067873955,0.0669737607240677,0.734747171401978
5245,0.953336954116821,0.0417074002325535,0.00495566241443157
6726,0.959266841411591,0.0381614454090595,0.00257171178236604
1311,0.75105482339859,0.247917711734772,0.00102741678711027
15795,0.219314277172089,0.780319154262543,0.000366589811164886
4315,0.770544350147247,0.226968497037888,0.00248717307113111
3393,0.299513339996338,0.0913248956203461,0.609161734580994
6764,0.939823508262634,0.0522489994764328,0.00792744662612677
13039,0.385851353406906,0.61361038684845,0.000538265740033239
12331,0.183680728077888,0.0722879841923714,0.744031310081482
14276,0.558495342731476,0.402806550264359,0.0386981219053268
14638,0.975018739700317,0.024822972714901,0.000158239708980545
6573,0.992606401443481,0.00725026428699493,0.000143375465995632
2222,0.779274940490723,0.0357849597930908,0.184940114617348
8824,0.993630945682526,0.00623293267562985,0.000136117683723569
6360,0.575963318347931,0.414307981729507,0.00972870551049709
7553,0.316670924425125,0.109513446688652,0.573815643787384
13760,0.900345265865326,0.0617155432701111,0.0379391834139824
4284,0.899458765983582,0.0900144800543785,0.0105267856270075
1356,0.820282399654388,0.176806196570396,0.00291145406663418
3410,0.995788276195526,0.00356687605381012,0.000644812767859548
4830,0.361127555370331,0.627824723720551,0.0110476762056351
8998,0.355487048625946,0.625391125679016,0.0191218703985214
18052,0.995224595069885,0.00461895111948252,0.000156417067046277
7539,0.966124415397644,0.0336974747478962,0.000178106667590328
9529,0.980191946029663,0.0181126892566681,0.0016953794984147
3656,0.908432960510254,0.0881628170609474,0.00340418284758925
14238,0.558416247367859,0.2880859375,0.153497815132141
2682,0.547186017036438,0.452429085969925,0.000384881830541417
7312,0.451094537973404,0.531917035579681,0.0169884562492371
12971,0.883223831653595,0.100419379770756,0.0163568537682295
10735,0.948619246482849,0.051101591438055,0.000279158964985982
4050,0.653357982635498,0.322556763887405,0.0240852870047092
5943,0.974568486213684,0.0252870265394449,0.000144530102261342
6482,0.649890184402466,0.348492294549942,0.00161756563466042
9746,0.0271809455007315,0.0725954547524452,0.900223672389984
13320,0.00672569451853633,0.0186152998358011,0.974658966064453
803,0.75641804933548,0.230141207575798,0.0134407253935933
15437,0.549151480197906,0.442140072584152,0.0087084574624896
12302,0.995470523834229,0.00443108612671494,9.84199359663762e-05
12271,0.906840085983276,0.0927504673600197,0.000409474218031392
5341,0.974630296230316,0.0133156208321452,0.0120540522038937
4427,0.99759429693222,0.00232832436449826,7.73890060372651e-05
529,0.965234398841858,0.0265924427658319,0.00817310158163309
2022,0.927542507648468,0.0704081952571869,0.0020492619369179
14625,0.995376467704773,0.00455636996775866,6.71327579766512e-05
2922,0.062160599976778,0.911402404308319,0.0264369994401932
16330,0.0144879808649421,0.0830326676368713,0.902479350566864
12890,0.980150103569031,0.0195787362754345,0.000271166762104258
2140,0.716306447982788,0.283204019069672,0.000489566766191274
13484,0.835413217544556,0.161529317498207,0.00305751524865627
12392,0.894710779190063,0.10495587438345,0.000333374598994851
2322,0.882651329040527,0.0689411535859108,0.0484075360000134
567,0.955647766590118,0.0208770018070936,0.0234752465039492
4436,0.796576738357544,0.202784478664398,0.000638762372545898
12156,0.998066961765289,0.00185426673851907,7.88129837019369e-05
7508,0.784425497055054,0.20502932369709,0.0105451643466949
6184,0.958042442798615,0.0356863550841808,0.00627119652926922
12213,0.973763346672058,0.020969470962882,0.00526720006018877
6458,0.0489290617406368,0.299741387367249,0.651329517364502
13967,0.942246675491333,0.0574742890894413,0.000279034691629931
894,0.742343127727509,0.239154174923897,0.0185026545077562
7461,0.082682766020298,0.599843859672546,0.317473381757736
8949,0.983637809753418,0.0161079913377762,0.000254127458902076
3477,0.18723239004612,0.799471914768219,0.013295691460371
2779,0.994162142276764,0.00552197964861989,0.000315922341542318
13551,0.251327276229858,0.693837881088257,0.0548348911106586
8297,0.946338951587677,0.0527642406523228,0.000896836107131094
5050,0.333923518657684,0.658457517623901,0.00761897535994649
10716,0.455505281686783,0.543720066547394,0.000774680112954229
16075,0.575284421443939,0.390706241130829,0.0340093411505222
1366,0.562856495380402,0.431714117527008,0.00542939873412251
774,0.997565150260925,0.00236161146312952,7.32906628400087e-05
7406,0.490986913442612,0.503572165966034,0.00544093176722527
2526,0.842203617095947,0.108701281249523,0.0490951128304005
9649,0.961562871932983,0.0374158509075642,0.00102123664692044
16115,0.357939571142197,0.497505843639374,0.144554629921913
14749,0.187551662325859,0.213613957166672,0.598834335803986
14952,0.759357035160065,0.213593304157257,0.0270496420562267
4786,0.936555862426758,0.0278050191700459,0.0356391631066799
16513,0.877776384353638,0.121114999055862,0.00110859097912908
2002,0.998628854751587,0.00126773933880031,0.000103462851257063
4701,0.834811985492706,0.162735149264336,0.00245293835178018
7742,0.661858975887299,0.230672344565392,0.107468657195568
5905,0.417348772287369,0.575052559375763,0.00759868230670691
685,0.872137367725372,0.100584447383881,0.0272781755775213
11857,0.829965054988861,0.169718161225319,0.00031672403565608
11628,0.100867561995983,0.865289092063904,0.0338434018194675
15024,0.893713355064392,0.103850059211254,0.00243660039268434
4168,0.955474138259888,0.0389349833130836,0.00559089984744787
11914,0.980621755123138,0.0176086034625769,0.00176965387072414
5293,0.991802155971527,0.00801586918532848,0.000182039191713557
3374,0.351865321397781,0.64759224653244,0.000542438996490091
13055,0.997750699520111,0.00216936971992254,7.98850087448955e-05
17759,0.180975928902626,0.811844170093536,0.00717994710430503
590,0.926901400089264,0.0715295970439911,0.00156895827967674
1353,0.899012446403503,0.1007134988904,0.000274066813290119
11938,0.0295815169811249,0.126673668622971,0.843744814395905
1018,0.0225035082548857,0.330810397863388,0.646686136722565
14945,0.830950319766998,0.16866335272789,0.000386367872124538
1001,0.956190407276154,0.0416166186332703,0.00219294638372958
3587,0.856805801391602,0.127249732613564,0.0159444287419319
868,0.991648077964783,0.0081773716956377,0.000174516637343913
9296,0.151506677269936,0.211003750562668,0.637489557266235
12455,0.934489667415619,0.0648704096674919,0.000639896490611136
17132,0.93827223777771,0.0536460988223553,0.00808167643845081
10240,0.986426472663879,0.00749667175114155,0.00607693009078503
3696,0.0953736677765846,0.609268128871918,0.295358210802078
10355,0.366522997617722,0.627850949764252,0.00562601257115602
2206,0.368131011724472,0.631400287151337,0.000468733080197126
14590,0.997429072856903,0.00239529111422598,0.000175636494532228
13191,0.733494222164154,0.257524818181992,0.00898095220327377
5882,0.883803427219391,0.115803010761738,0.000393507303670049
12653,0.222817942500114,0.776859283447266,0.000322756415698677
1491,0.339639693498611,0.652311265468597,0.00804909784346819
1176,0.592978894710541,0.402511745691299,0.00450938148424029
11246,0.0436731912195683,0.0791645646095276,0.877162277698517
14557,0.0818654745817184,0.877277135848999,0.0408574044704437
4772,0.0853236466646194,0.456223726272583,0.458452612161636
17192,0.666666448116302,0.332587480545044,0.000746087462175637
10637,0.606529355049133,0.390246421098709,0.00322423409670591
3281,0.754086315631866,0.242348819971085,0.00356484483927488
3191,0.840181291103363,0.138845130801201,0.0209735911339521
672,0.983172416687012,0.0166819915175438,0.000145603902637959
6301,0.936439156532288,0.0605813078582287,0.00297951162792742
10309,0.898221850395203,0.101348206400871,0.000429961830377579
1734,0.453857183456421,0.545680046081543,0.0004627390881069
2990,0.101788215339184,0.890850007534027,0.00736180553212762
5746,0.692468523979187,0.30475178360939,0.0027797007933259
15289,0.787442088127136,0.209236279129982,0.00332166324369609
2971,0.997015357017517,0.00288187805563211,0.000102819212770555
9771,0.840867459774017,0.130708247423172,0.0284242946654558
11253,0.584489762783051,0.398009747266769,0.0175004750490189
14576,0.287984609603882,0.700931489467621,0.0110838701948524
4688,0.95919269323349,0.0147161008790135,0.026091231033206
14469,0.848111748695374,0.138268053531647,0.0136202406138182
9298,0.958952784538269,0.028722733259201,0.0123245036229491
16099,0.257341802120209,0.723582625389099,0.0190755650401115
17316,0.290786772966385,0.56265515089035,0.146558076143265
15212,0.996805429458618,0.00311284302733839,8.1701080489438e-05
